City,Year,Quarter,index_nsa,Median Household Income,Total Population,INDPRO,VIXCLS,CPI,Unemployment Rate,City GDP
New York,2020,4,299.81,67046.0,8379552.0,97.22746666666667,25.491666666666667,1.2335843963066413,8.933333333333332,1861308341.0
New York,2021,1,305.2,67283.75,8401542.25,97.50453333333333,23.198671875,4.697859,8.366666666666667,2025175463.0
New York,2021,2,313.35,67521.5,8423532.5,99.05556666666666,17.983846153846155,4.697859,7.633333333333333,2025175463.0
New York,2021,3,326.24,67759.25,8445522.75,99.70116666666667,18.233636363636364,4.697859,6.7,2025175463.0
New York,2021,4,333.71,67997.0,8467513.0,100.93913333333334,19.31863636363636,4.697859,5.633333333333333,2025175463.0
New York,2022,1,340.14,69671.25,8434609.0,101.91120000000001,25.34984375,8.0028,4.866666666666666,2171527782.0
New York,2022,2,357.9,71345.5,8401705.0,102.8969,27.32207692307692,8.0028,4.333333333333333,2171527782.0
New York,2022,3,360.75,73019.75,8368801.0,103.25113333333333,24.792727272727273,8.0028,3.9,2171527782.0
New York,2022,4,358.74,74694.0,8335897.0,102.7922,24.945076923076925,8.0028,4.066666666666666,2171527782.0
New York,2023,1,359.79,,,102.7874,20.70869230769231,4.128,4.0,
New York,2023,2,371.09,,,102.86196666666667,16.47576923076923,4.128,3.9,
New York,2023,3,377.06,,,103.15846666666665,15.01323076923077,4.128,4.066666666666666,
New York,2023,4,382.85,,,102.6986,15.25123076923077,4.128,4.2,
New York,2024,1,388.2,,,102.24276666666667,13.693,2.9495110725289693,4.166666666666667,
New York,2024,2,403.45,,,102.8633,13.980307692307692,2.9495110725289693,4.266666666666667,
New York,2024,3,409.36,,,102.71139999999998,17.066666666666666,2.9495110725289693,4.4,
New York,2024,4,413.42,,,102.40293333333334,17.31984848484848,2.9495110725289693,4.4,
New York,2025,1,419.38,,,103.46266666666668,18.50734375,,4.3,
New York,2025,2,432.63,,,103.8439,23.687153846153844,,4.066666666666666,
Phoenix,1990,1,88.73,28327.0,1449481.0,62.1073,22.1684375,5.397953510284424,4.3999999999999995,-121654508.63687766
Phoenix,1990,2,87.62,28327.0,1449481.0,62.54476666666667,18.735384615384614,5.397953510284424,4.3999999999999995,-118337767.04465532
Phoenix,1990,3,87.29,28327.0,1449481.0,62.79926666666666,25.13446153846154,5.397953510284424,4.533333333333334,-116245485.6101352
Phoenix,1990,4,86.09,28327.0,1449481.0,61.83443333333333,26.005909090909093,5.397953510284424,4.066666666666666,-116639839.33752817
Phoenix,1991,1,87.3,28649.0,1449481.0,60.673399999999994,22.42734375,4.2349629402160645,4.266666666666667,-115483516.5762378
Phoenix,1991,2,87.74,28971.0,1449481.0,61.020833333333336,17.120923076923077,4.2349629402160645,4.5,-112001293.02405679
Phoenix,1991,3,87.48,29293.0,1449481.0,61.8953,16.651742424242425,4.2349629402160645,5.566666666666666,-108997968.26304388
Phoenix,1991,4,90.28,29615.0,1449481.0,62.0224,17.465833333333332,4.2349629402160645,6.1000000000000005,-106772184.62763906
Phoenix,1992,1,90.43,29937.0,1449481.0,61.94726666666667,17.589307692307692,3.028822660446167,7.133333333333333,-103028729.741835
Phoenix,1992,2,90.2,30259.0,1449481.0,63.069700000000005,15.593,3.028822660446167,6.533333333333334,-98939688.36219025
Phoenix,1992,3,91.03,30581.0,1449481.0,63.56613333333333,13.90030303030303,3.028822660446167,6.566666666666666,-95298173.70602334
Phoenix,1992,4,91.49,30903.0,1449481.0,64.2135,14.684015151515151,3.028822660446167,6.033333333333334,-90962219.72098684
Phoenix,1993,1,91.21,31225.0,1449481.0,64.8008,13.263515625,2.951657295227051,5.766666666666667,-89114230.22276568
Phoenix,1993,2,92.27,31547.0,1449481.0,64.93016666666666,12.973230769230769,2.951657295227051,4.933333333333334,-86095523.27359957
Phoenix,1993,3,92.87,31869.0,1449481.0,65.17706666666668,12.123181818181818,2.951657295227051,4.933333333333334,-83316892.40175712
Phoenix,1993,4,94.01,32191.0,1449481.0,66.19523333333333,12.397121212121213,2.951657295227051,4.633333333333333,-78317111.54131138
Phoenix,1994,1,94.95,32513.0,1449481.0,67.01046666666667,13.44671875,2.6074390411376953,5.0,-74446345.3105954
Phoenix,1994,2,95.92,32835.0,1449481.0,68.23423333333334,14.59776923076923,2.6074390411376953,4.533333333333333,-69460275.48699737
Phoenix,1994,3,97.5,33157.0,1449481.0,69.10446666666667,12.53371212121212,2.6074390411376953,4.866666666666667,-66264426.49944544
Phoenix,1994,4,98.9,33479.0,1449481.0,70.50456666666666,15.258461538461537,2.6074390411376953,4.1000000000000005,-61546728.38323045
Phoenix,1995,1,100.0,33801.0,1449481.0,71.23963333333333,12.017307692307693,2.805418014526367,3.8333333333333335,-59001982.73273873
Phoenix,1995,2,101.77,34123.0,1449481.0,71.46206666666667,12.188538461538462,2.805418014526367,3.6,-56772211.1226275
Phoenix,1995,3,103.89,34445.0,1449481.0,72.15333333333334,12.447461538461539,2.805418014526367,3.766666666666667,-52893317.01965284
Phoenix,1995,4,105.18,34767.0,1449481.0,72.73813333333334,12.861846153846153,2.805418014526367,3.3333333333333335,-49495524.58911252
Phoenix,1996,1,107.17,35089.0,1449481.0,73.23533333333334,15.362,2.9312081336975098,3.6999999999999997,-45853858.01009965
Phoenix,1996,2,107.64,35411.0,1449481.0,74.81196666666666,16.382769230769227,2.9312081336975098,3.6333333333333333,-39610892.50118768
Phoenix,1996,3,109.05,35733.0,1449481.0,75.78656666666667,16.768333333333334,2.9312081336975098,4.033333333333333,-35867209.731114626
Phoenix,1996,4,110.15,36055.0,1449481.0,76.83006666666667,17.225530303030304,2.9312081336975098,3.5,-30991891.662219286
Phoenix,1997,1,111.56,36377.0,1449481.0,78.28623333333333,19.942265625,2.3376882076263428,3.533333333333333,-27084284.141358614
Phoenix,1997,2,112.53,36699.0,1449481.0,79.40383333333334,19.904461538461536,2.3376882076263428,2.966666666666667,-21152836.428081512
Phoenix,1997,3,114.47,37021.0,1449481.0,81.2606,22.418181818181818,2.3376882076263428,3.0,-15683689.93505168
Phoenix,1997,4,116.4,37343.0,1449481.0,83.32553333333334,27.166212121212123,2.3376882076263428,2.6999999999999997,-11768486.271893263
Phoenix,1998,1,118.14,37665.0,1449481.0,84.26833333333333,21.351015625,1.5522807836532593,2.9,-7948652.175284386
Phoenix,1998,2,119.42,37987.0,1449481.0,84.83383333333333,21.528153846153845,1.5522807836532593,2.5,-4028321.1160748005
Phoenix,1998,3,121.27,38309.0,1449481.0,85.47613333333334,29.74037878787879,1.5522807836532593,2.966666666666667,1721882.6419756413
Phoenix,1998,4,122.74,38631.0,1449481.0,86.65466666666667,29.3180303030303,1.5522807836532593,2.8333333333333335,8288519.774199009
Phoenix,1999,1,124.4,38953.0,1449481.0,87.61966666666666,27.2915625,2.1880264282226562,3.266666666666667,12758507.69008112
Phoenix,1999,2,126.62,39275.0,1449481.0,88.44893333333334,24.385384615384616,2.1880264282226562,3.1666666666666665,17108362.615522504
Phoenix,1999,3,128.9,39597.0,1449481.0,89.24696666666667,23.248863636363637,2.1880264282226562,3.1666666666666665,23201076.429783106
Phoenix,1999,4,130.43,39919.0,1449481.0,90.83403333333332,22.62909090909091,2.1880264282226562,2.8333333333333335,31311591.50333321
Phoenix,2000,1,133.83,40241.0,1449481.0,91.7389,23.15353846153846,3.3768539428710938,3.466666666666667,35186003.88235223
